"P/O Number","Backorder Number","SKU Number","Location","Distributed Qty","Total Rec""d Qty","Current Rec""d Qty","PROCESSED Y/N","Buy U/M Cost","Sell U/M Cost","Unit Retail"
300072,0,30000061,432,2.0,0,2.0,"",125.0,125.0,199.0
300072,0,30000061,440,2.0,0,2.0,"",125.0,125.0,199.0
300072,0,30000061,1887,2.0,0,2.0,"",125.0,125.0,199.0
300072,0,30000061,1888,2.0,0,2.0,"",125.0,125.0,199.0
300072,0,30000062,14,5.0,0,5.0,"",125.0,125.0,199.0
300072,0,30000062,145,5.0,0,5.0,"",125.0,125.0,199.0
300072,0,30000062,241,4.0,0,4.0,"",125.0,125.0,199.0
300072,0,30000062,275,4.0,0,4.0,"",125.0,125.0,199.0
300072,0,30000062,432,4.0,0,4.0,"",125.0,125.0,199.0
300072,0,30000062,440,4.0,0,4.0,"",125.0,125.0,199.0
300072,0,30000062,1887,4.0,0,4.0,"",125.0,125.0,199.0
300072,0,30000062,1888,4.0,0,4.0,"",125.0,125.0,199.0
300072,0,30000063,14,5.0,0,5.0,"",125.0,125.0,199.0
300072,0,30000063,145,5.0,0,5.0,"",125.0,125.0,199.0
300072,0,30000063,241,4.0,0,4.0,"",125.0,125.0,199.0
300072,0,30000063,275,4.0,0,4.0,"",125.0,125.0,199.0
300072,0,30000063,432,4.0,0,4.0,"",125.0,125.0,199.0
300072,0,30000063,440,4.0,0,4.0,"",125.0,125.0,199.0
300072,0,30000063,1887,4.0,0,4.0,"",125.0,125.0,199.0
300072,0,30000063,1888,4.0,0,4.0,"",125.0,125.0,199.0
300072,0,30000064,14,3.0,0,3.0,"",125.0,125.0,199.0
300072,0,30000064,145,2.0,0,2.0,"",125.0,125.0,199.0
300072,0,30000064,241,2.0,0,2.0,"",125.0,125.0,199.0
300072,0,30000064,275,2.0,0,2.0,"",125.0,125.0,199.0
300072,0,30000064,432,2.0,0,2.0,"",125.0,125.0,199.0
300072,0,30000064,440,2.0,0,2.0,"",125.0,125.0,199.0
300072,0,30000064,1887,2.0,0,2.0,"",125.0,125.0,199.0
300072,0,30000064,1888,2.0,0,2.0,"",125.0,125.0,199.0
300073,0,30000057,130,3.0,0,3.0,"",125.0,125.0,199.0
300073,0,30000057,148,2.0,0,2.0,"",125.0,125.0,199.0
300073,0,30000057,270,2.0,0,2.0,"",125.0,125.0,199.0
300073,0,30000057,452,2.0,0,2.0,"",125.0,125.0,199.0
300073,0,30000057,2552,2.0,0,2.0,"",125.0,125.0,199.0
300073,0,30000057,3068,2.0,0,2.0,"",125.0,125.0,199.0
300073,0,30000058,130,5.0,0,5.0,"",125.0,125.0,199.0
300073,0,30000058,148,5.0,0,5.0,"",125.0,125.0,199.0
300073,0,30000058,270,5.0,0,5.0,"",125.0,125.0,199.0
300073,0,30000058,452,4.0,0,4.0,"",125.0,125.0,199.0
300073,0,30000058,2552,4.0,0,4.0,"",125.0,125.0,199.0
300073,0,30000058,3068,4.0,0,4.0,"",125.0,125.0,199.0
300073,0,30000059,130,5.0,0,5.0,"",125.0,125.0,199.0
300073,0,30000059,148,5.0,0,5.0,"",125.0,125.0,199.0
300073,0,30000059,270,5.0,0,5.0,"",125.0,125.0,199.0
300073,0,30000059,452,4.0,0,4.0,"",125.0,125.0,199.0
300073,0,30000059,2552,4.0,0,4.0,"",125.0,125.0,199.0
300073,0,30000059,3068,4.0,0,4.0,"",125.0,125.0,199.0
300073,0,30000060,130,3.0,0,3.0,"",125.0,125.0,199.0
300073,0,30000060,148,2.0,0,2.0,"",125.0,125.0,199.0
300073,0,30000060,270,2.0,0,2.0,"",125.0,125.0,199.0
300073,0,30000060,452,2.0,0,2.0,"",125.0,125.0,199.0
300073,0,30000060,2552,2.0,0,2.0,"",125.0,125.0,199.0
300073,0,30000060,3068,2.0,0,2.0,"",125.0,125.0,199.0
300073,0,30000061,130,2.0,0,2.0,"",125.0,125.0,199.0
300073,0,30000061,148,2.0,0,2.0,"",125.0,125.0,199.0
300073,0,30000061,270,2.0,0,2.0,"",125.0,125.0,199.0
300073,0,30000061,452,2.0,0,2.0,"",125.0,125.0,199.0
300073,0,30000061,2552,2.0,0,2.0,"",125.0,125.0,199.0
300073,0,30000061,3068,2.0,0,2.0,"",125.0,125.0,199.0
300073,0,30000062,130,5.0,0,5.0,"",125.0,125.0,199.0
300073,0,30000062,148,5.0,0,5.0,"",125.0,125.0,199.0
300073,0,30000062,270,4.0,0,4.0,"",125.0,125.0,199.0
300073,0,30000062,452,4.0,0,4.0,"",125.0,125.0,199.0
300073,0,30000062,2552,4.0,0,4.0,"",125.0,125.0,199.0
300073,0,30000062,3068,4.0,0,4.0,"",125.0,125.0,199.0
300073,0,30000063,130,5.0,0,5.0,"",125.0,125.0,199.0
300073,0,30000063,148,5.0,0,5.0,"",125.0,125.0,199.0
300073,0,30000063,270,4.0,0,4.0,"",125.0,125.0,199.0
300073,0,30000063,452,4.0,0,4.0,"",125.0,125.0,199.0
300073,0,30000063,2552,4.0,0,4.0,"",125.0,125.0,199.0
300073,0,30000063,3068,4.0,0,4.0,"",125.0,125.0,199.0
300073,0,30000064,130,2.0,0,2.0,"",125.0,125.0,199.0
300073,0,30000064,148,2.0,0,2.0,"",125.0,125.0,199.0
300073,0,30000064,270,2.0,0,2.0,"",125.0,125.0,199.0
300073,0,30000064,452,2.0,0,2.0,"",125.0,125.0,199.0
300073,0,30000064,2552,2.0,0,2.0,"",125.0,125.0,199.0
300073,0,30000064,3068,2.0,0,2.0,"",125.0,125.0,199.0
300074,0,30000057,32,3.0,0,3.0,"",125.0,125.0,199.0
300074,0,30000057,50,3.0,0,3.0,"",125.0,125.0,199.0
300074,0,30000057,142,2.0,0,2.0,"",125.0,125.0,199.0
300074,0,30000057,149,2.0,0,2.0,"",125.0,125.0,199.0
300074,0,30000057,352,2.0,0,2.0,"",125.0,125.0,199.0
300074,0,30000057,1663,2.0,0,2.0,"",125.0,125.0,199.0
300074,0,30000057,2267,2.0,0,2.0,"",125.0,125.0,199.0
300074,0,30000058,32,5.0,0,5.0,"",125.0,125.0,199.0
300074,0,30000058,50,5.0,0,5.0,"",125.0,125.0,199.0
300074,0,30000058,142,5.0,0,5.0,"",125.0,125.0,199.0
300074,0,30000058,149,5.0,0,5.0,"",125.0,125.0,199.0
300074,0,30000058,352,5.0,0,5.0,"",125.0,125.0,199.0
300074,0,30000058,1663,4.0,0,4.0,"",125.0,125.0,199.0
300074,0,30000058,2267,4.0,0,4.0,"",125.0,125.0,199.0
300074,0,30000059,32,5.0,0,5.0,"",125.0,125.0,199.0
300074,0,30000059,50,5.0,0,5.0,"",125.0,125.0,199.0
300074,0,30000059,142,5.0,0,5.0,"",125.0,125.0,199.0
300074,0,30000059,149,5.0,0,5.0,"",125.0,125.0,199.0
300074,0,30000059,352,5.0,0,5.0,"",125.0,125.0,199.0
300074,0,30000059,1663,4.0,0,4.0,"",125.0,125.0,199.0
300074,0,30000059,2267,4.0,0,4.0,"",125.0,125.0,199.0
300074,0,30000060,32,3.0,0,3.0,"",125.0,125.0,199.0
300074,0,30000060,50,3.0,0,3.0,"",125.0,125.0,199.0
300074,0,30000060,142,2.0,0,2.0,"",125.0,125.0,199.0
300074,0,30000060,149,2.0,0,2.0,"",125.0,125.0,199.0
300074,0,30000060,352,2.0,0,2.0,"",125.0,125.0,199.0
300074,0,30000060,1663,2.0,0,2.0,"",125.0,125.0,199.0
300074,0,30000060,2267,2.0,0,2.0,"",125.0,125.0,199.0
300074,0,30000061,32,3.0,0,3.0,"",125.0,125.0,199.0
300074,0,30000061,50,3.0,0,3.0,"",125.0,125.0,199.0
300074,0,30000061,142,2.0,0,2.0,"",125.0,125.0,199.0
300074,0,30000061,149,2.0,0,2.0,"",125.0,125.0,199.0
300074,0,30000061,352,2.0,0,2.0,"",125.0,125.0,199.0
300074,0,30000061,1663,2.0,0,2.0,"",125.0,125.0,199.0
300074,0,30000061,2267,2.0,0,2.0,"",125.0,125.0,199.0
300074,0,30000062,32,5.0,0,5.0,"",125.0,125.0,199.0
300074,0,30000062,50,5.0,0,5.0,"",125.0,125.0,199.0
300074,0,30000062,142,5.0,0,5.0,"",125.0,125.0,199.0
300074,0,30000062,149,5.0,0,5.0,"",125.0,125.0,199.0
300074,0,30000062,352,4.0,0,4.0,"",125.0,125.0,199.0
300074,0,30000062,1663,4.0,0,4.0,"",125.0,125.0,199.0
300074,0,30000062,2267,4.0,0,4.0,"",125.0,125.0,199.0
300074,0,30000063,32,5.0,0,5.0,"",125.0,125.0,199.0
300074,0,30000063,50,5.0,0,5.0,"",125.0,125.0,199.0
300074,0,30000063,142,5.0,0,5.0,"",125.0,125.0,199.0
300074,0,30000063,149,5.0,0,5.0,"",125.0,125.0,199.0
300074,0,30000063,352,4.0,0,4.0,"",125.0,125.0,199.0
300074,0,30000063,1663,4.0,0,4.0,"",125.0,125.0,199.0
300074,0,30000063,2267,4.0,0,4.0,"",125.0,125.0,199.0
300074,0,30000064,32,3.0,0,3.0,"",125.0,125.0,199.0
300074,0,30000064,50,3.0,0,3.0,"",125.0,125.0,199.0
300074,0,30000064,142,2.0,0,2.0,"",125.0,125.0,199.0
300074,0,30000064,149,2.0,0,2.0,"",125.0,125.0,199.0
300074,0,30000064,352,2.0,0,2.0,"",125.0,125.0,199.0
300074,0,30000064,1663,2.0,0,2.0,"",125.0,125.0,199.0
300074,0,30000064,2267,2.0,0,2.0,"",125.0,125.0,199.0
300075,0,30000057,95,3.0,0,3.0,"",125.0,125.0,199.0
300075,0,30000057,120,3.0,0,3.0,"",125.0,125.0,199.0
300075,0,30000057,1063,2.0,0,2.0,"",125.0,125.0,199.0
300075,0,30000057,1090,2.0,0,2.0,"",125.0,125.0,199.0
300075,0,30000057,2203,2.0,0,2.0,"",125.0,125.0,199.0
300075,0,30000057,2592,2.0,0,2.0,"",125.0,125.0,199.0
300075,0,30000057,3067,2.0,0,2.0,"",125.0,125.0,199.0
300075,0,30000058,95,5.0,0,5.0,"",125.0,125.0,199.0
300075,0,30000058,120,5.0,0,5.0,"",125.0,125.0,199.0
300075,0,30000058,1063,4.0,0,4.0,"",125.0,125.0,199.0
300075,0,30000058,1090,4.0,0,4.0,"",125.0,125.0,199.0
300075,0,30000058,2203,4.0,0,4.0,"",125.0,125.0,199.0
300075,0,30000058,2592,4.0,0,4.0,"",125.0,125.0,199.0
300075,0,30000058,3067,4.0,0,4.0,"",125.0,125.0,199.0
300075,0,30000059,95,5.0,0,5.0,"",125.0,125.0,199.0
300075,0,30000059,120,5.0,0,5.0,"",125.0,125.0,199.0
300075,0,30000059,1063,4.0,0,4.0,"",125.0,125.0,199.0
300075,0,30000059,1090,4.0,0,4.0,"",125.0,125.0,199.0
300075,0,30000059,2203,4.0,0,4.0,"",125.0,125.0,199.0
300075,0,30000059,2592,4.0,0,4.0,"",125.0,125.0,199.0
300075,0,30000059,3067,4.0,0,4.0,"",125.0,125.0,199.0
300075,0,30000060,95,3.0,0,3.0,"",125.0,125.0,199.0
300075,0,30000060,120,3.0,0,3.0,"",125.0,125.0,199.0
300075,0,30000060,1063,2.0,0,2.0,"",125.0,125.0,199.0
300075,0,30000060,1090,2.0,0,2.0,"",125.0,125.0,199.0
300075,0,30000060,2203,2.0,0,2.0,"",125.0,125.0,199.0
300075,0,30000060,2592,2.0,0,2.0,"",125.0,125.0,199.0
300075,0,30000060,3067,2.0,0,2.0,"",125.0,125.0,199.0
300075,0,30000061,95,2.0,0,2.0,"",125.0,125.0,199.0
300075,0,30000061,120,2.0,0,2.0,"",125.0,125.0,199.0
300075,0,30000061,1063,2.0,0,2.0,"",125.0,125.0,199.0
300075,0,30000061,1090,2.0,0,2.0,"",125.0,125.0,199.0
300075,0,30000061,2203,2.0,0,2.0,"",125.0,125.0,199.0
300075,0,30000061,2592,2.0,0,2.0,"",125.0,125.0,199.0
300075,0,30000061,3067,2.0,0,2.0,"",125.0,125.0,199.0
300075,0,30000062,95,5.0,0,5.0,"",125.0,125.0,199.0
300075,0,30000062,120,5.0,0,5.0,"",125.0,125.0,199.0
300075,0,30000062,1063,4.0,0,4.0,"",125.0,125.0,199.0
300075,0,30000062,1090,4.0,0,4.0,"",125.0,125.0,199.0
300075,0,30000062,2203,4.0,0,4.0,"",125.0,125.0,199.0
300075,0,30000062,2592,4.0,0,4.0,"",125.0,125.0,199.0
300075,0,30000062,3067,4.0,0,4.0,"",125.0,125.0,199.0
300075,0,30000063,95,5.0,0,5.0,"",125.0,125.0,199.0
300075,0,30000063,120,5.0,0,5.0,"",125.0,125.0,199.0
300075,0,30000063,1063,4.0,0,4.0,"",125.0,125.0,199.0
300075,0,30000063,1090,4.0,0,4.0,"",125.0,125.0,199.0
300075,0,30000063,2203,4.0,0,4.0,"",125.0,125.0,199.0
300075,0,30000063,2592,4.0,0,4.0,"",125.0,125.0,199.0
300075,0,30000063,3067,4.0,0,4.0,"",125.0,125.0,199.0
300075,0,30000064,95,2.0,0,2.0,"",125.0,125.0,199.0
300075,0,30000064,120,2.0,0,2.0,"",125.0,125.0,199.0
300075,0,30000064,1063,2.0,0,2.0,"",125.0,125.0,199.0
300075,0,30000064,1090,2.0,0,2.0,"",125.0,125.0,199.0
300075,0,30000064,2203,2.0,0,2.0,"",125.0,125.0,199.0
300075,0,30000064,2592,2.0,0,2.0,"",125.0,125.0,199.0
300075,0,30000064,3067,2.0,0,2.0,"",125.0,125.0,199.0
300076,0,30000066,1,1.0,0,1.0,"",180.0,180.0,399.0
300076,0,30000066,6,1.0,0,1.0,"",180.0,180.0,399.0
300076,0,30000066,15,1.0,0,1.0,"",180.0,180.0,399.0
300076,0,30000066,277,1.0,0,1.0,"",180.0,180.0,399.0
300076,0,30000066,448,1.0,0,1.0,"",180.0,180.0,399.0
300076,0,30000066,855,1.0,0,1.0,"",180.0,180.0,399.0
300076,0,30000066,1268,1.0,0,1.0,"",180.0,180.0,399.0
300076,0,30000066,1896,1.0,0,1.0,"",180.0,180.0,399.0
300076,0,30000067,1,4.0,0,4.0,"",180.0,180.0,399.0
300076,0,30000067,6,4.0,0,4.0,"",180.0,180.0,399.0
300076,0,30000067,15,4.0,0,4.0,"",180.0,180.0,399.0
300076,0,30000067,277,4.0,0,4.0,"",180.0,180.0,399.0
300076,0,30000067,448,4.0,0,4.0,"",180.0,180.0,399.0
300076,0,30000067,855,3.0,0,3.0,"",180.0,180.0,399.0
300076,0,30000067,1268,3.0,0,3.0,"",180.0,180.0,399.0
300076,0,30000067,1896,3.0,0,3.0,"",180.0,180.0,399.0
300076,0,30000068,1,4.0,0,4.0,"",180.0,180.0,399.0
300076,0,30000068,6,4.0,0,4.0,"",180.0,180.0,399.0
300076,0,30000068,15,4.0,0,4.0,"",180.0,180.0,399.0
300076,0,30000068,277,4.0,0,4.0,"",180.0,180.0,399.0
300076,0,30000068,448,4.0,0,4.0,"",180.0,180.0,399.0
300076,0,30000068,855,3.0,0,3.0,"",180.0,180.0,399.0
300076,0,30000068,1268,3.0,0,3.0,"",180.0,180.0,399.0
300076,0,30000068,1896,3.0,0,3.0,"",180.0,180.0,399.0
300076,0,30000069,1,4.0,0,4.0,"",180.0,180.0,399.0
300076,0,30000069,6,4.0,0,4.0,"",180.0,180.0,399.0
300076,0,30000069,15,4.0,0,4.0,"",180.0,180.0,399.0
300076,0,30000069,277,4.0,0,4.0,"",180.0,180.0,399.0
300076,0,30000069,448,4.0,0,4.0,"",180.0,180.0,399.0
300076,0,30000069,855,3.0,0,3.0,"",180.0,180.0,399.0
300076,0,30000069,1268,3.0,0,3.0,"",180.0,180.0,399.0
300076,0,30000069,1896,3.0,0,3.0,"",180.0,180.0,399.0
300077,0,30000066,2,1.0,0,1.0,"",180.0,180.0,399.0
300077,0,30000066,9,1.0,0,1.0,"",180.0,180.0,399.0
300077,0,30000066,46,1.0,0,1.0,"",180.0,180.0,399.0
300077,0,30000066,228,1.0,0,1.0,"",180.0,180.0,399.0
300077,0,30000066,276,1.0,0,1.0,"",180.0,180.0,399.0
300077,0,30000066,1875,1.0,0,1.0,"",180.0,180.0,399.0
300077,0,30000067,2,4.0,0,4.0,"",180.0,180.0,399.0
300077,0,30000067,9,4.0,0,4.0,"",180.0,180.0,399.0
300077,0,30000067,46,4.0,0,4.0,"",180.0,180.0,399.0
300077,0,30000067,228,4.0,0,4.0,"",180.0,180.0,399.0
300077,0,30000067,276,4.0,0,4.0,"",180.0,180.0,399.0
300077,0,30000067,1875,3.0,0,3.0,"",180.0,180.0,399.0
300077,0,30000067,3065,3.0,0,3.0,"",180.0,180.0,399.0
300077,0,30000067,3574,3.0,0,3.0,"",180.0,180.0,399.0
300077,0,30000068,2,4.0,0,4.0,"",180.0,180.0,399.0
300077,0,30000068,9,4.0,0,4.0,"",180.0,180.0,399.0
300077,0,30000068,46,4.0,0,4.0,"",180.0,180.0,399.0
300077,0,30000068,228,4.0,0,4.0,"",180.0,180.0,399.0
300077,0,30000068,276,4.0,0,4.0,"",180.0,180.0,399.0
300077,0,30000068,1875,3.0,0,3.0,"",180.0,180.0,399.0
300077,0,30000068,3065,3.0,0,3.0,"",180.0,180.0,399.0
300077,0,30000068,3574,3.0,0,3.0,"",180.0,180.0,399.0
300077,0,30000069,2,4.0,0,4.0,"",180.0,180.0,399.0
300077,0,30000069,9,4.0,0,4.0,"",180.0,180.0,399.0
300077,0,30000069,46,4.0,0,4.0,"",180.0,180.0,399.0
300077,0,30000069,228,4.0,0,4.0,"",180.0,180.0,399.0
300077,0,30000069,276,4.0,0,4.0,"",180.0,180.0,399.0
300077,0,30000069,1875,3.0,0,3.0,"",180.0,180.0,399.0
300077,0,30000069,3065,3.0,0,3.0,"",180.0,180.0,399.0
300077,0,30000069,3574,3.0,0,3.0,"",180.0,180.0,399.0
300078,0,30000066,3,1.0,0,1.0,"",180.0,180.0,399.0
300078,0,30000066,65,1.0,0,1.0,"",180.0,180.0,399.0
300078,0,30000066,73,1.0,0,1.0,"",180.0,180.0,399.0
300078,0,30000066,156,1.0,0,1.0,"",180.0,180.0,399.0
300078,0,30000066,245,1.0,0,1.0,"",180.0,180.0,399.0
300078,0,30000066,1132,1.0,0,1.0,"",180.0,180.0,399.0
300078,0,30000066,1204,1.0,0,1.0,"",180.0,180.0,399.0
300078,0,30000067,3,4.0,0,4.0,"",180.0,180.0,399.0
300078,0,30000067,65,4.0,0,4.0,"",180.0,180.0,399.0
300078,0,30000067,73,4.0,0,4.0,"",180.0,180.0,399.0
300078,0,30000067,156,4.0,0,4.0,"",180.0,180.0,399.0
300078,0,30000067,245,4.0,0,4.0,"",180.0,180.0,399.0
300078,0,30000067,1132,3.0,0,3.0,"",180.0,180.0,399.0
300078,0,30000067,1204,3.0,0,3.0,"",180.0,180.0,399.0
300078,0,30000068,3,4.0,0,4.0,"",180.0,180.0,399.0
300078,0,30000068,65,4.0,0,4.0,"",180.0,180.0,399.0
300078,0,30000068,73,4.0,0,4.0,"",180.0,180.0,399.0
300078,0,30000068,156,4.0,0,4.0,"",180.0,180.0,399.0
300078,0,30000068,245,4.0,0,4.0,"",180.0,180.0,399.0
300078,0,30000068,1132,3.0,0,3.0,"",180.0,180.0,399.0
300078,0,30000068,1204,3.0,0,3.0,"",180.0,180.0,399.0
300078,0,30000069,3,4.0,0,4.0,"",180.0,180.0,399.0
300078,0,30000069,65,4.0,0,4.0,"",180.0,180.0,399.0
300078,0,30000069,73,4.0,0,4.0,"",180.0,180.0,399.0
300078,0,30000069,156,4.0,0,4.0,"",180.0,180.0,399.0
300078,0,30000069,245,4.0,0,4.0,"",180.0,180.0,399.0
300078,0,30000069,1132,3.0,0,3.0,"",180.0,180.0,399.0
300078,0,30000069,1204,3.0,0,3.0,"",180.0,180.0,399.0
300079,0,30000066,138,1.0,0,1.0,"",180.0,180.0,399.0
300079,0,30000066,274,1.0,0,1.0,"",180.0,180.0,399.0
300079,0,30000066,457,1.0,0,1.0,"",180.0,180.0,399.0
300079,0,30000066,1267,1.0,0,1.0,"",180.0,180.0,399.0
300079,0,30000066,1296,1.0,0,1.0,"",180.0,180.0,399.0
300079,0,30000066,1425,1.0,0,1.0,"",180.0,180.0,399.0
300079,0,30000066,2268,1.0,0,1.0,"",180.0,180.0,399.0
300079,0,30000067,138,4.0,0,4.0,"",180.0,180.0,399.0
300079,0,30000067,274,4.0,0,4.0,"",180.0,180.0,399.0
300079,0,30000067,457,3.0,0,3.0,"",180.0,180.0,399.0
300079,0,30000067,1267,3.0,0,3.0,"",180.0,180.0,399.0
300079,0,30000067,1296,3.0,0,3.0,"",180.0,180.0,399.0
300079,0,30000067,1425,3.0,0,3.0,"",180.0,180.0,399.0
300079,0,30000067,2268,3.0,0,3.0,"",180.0,180.0,399.0
300079,0,30000068,138,4.0,0,4.0,"",180.0,180.0,399.0
300079,0,30000068,274,4.0,0,4.0,"",180.0,180.0,399.0
300079,0,30000068,457,3.0,0,3.0,"",180.0,180.0,399.0
300079,0,30000068,1267,3.0,0,3.0,"",180.0,180.0,399.0
300079,0,30000068,1296,3.0,0,3.0,"",180.0,180.0,399.0
300079,0,30000068,1425,3.0,0,3.0,"",180.0,180.0,399.0
300079,0,30000068,2268,3.0,0,3.0,"",180.0,180.0,399.0
300079,0,30000069,138,4.0,0,4.0,"",180.0,180.0,399.0
300079,0,30000069,274,4.0,0,4.0,"",180.0,180.0,399.0
300079,0,30000069,457,3.0,0,3.0,"",180.0,180.0,399.0
300079,0,30000069,1267,3.0,0,3.0,"",180.0,180.0,399.0
300079,0,30000069,1296,3.0,0,3.0,"",180.0,180.0,399.0
300079,0,30000069,1425,3.0,0,3.0,"",180.0,180.0,399.0
300079,0,30000069,2268,3.0,0,3.0,"",180.0,180.0,399.0
300080,0,30000066,94,1.0,0,1.0,"",180.0,180.0,399.0
300080,0,30000066,134,1.0,0,1.0,"",180.0,180.0,399.0
300080,0,30000066,238,1.0,0,1.0,"",180.0,180.0,399.0
300080,0,30000066,351,1.0,0,1.0,"",180.0,180.0,399.0
300080,0,30000066,353,1.0,0,1.0,"",180.0,180.0,399.0
300080,0,30000066,445,1.0,0,1.0,"",180.0,180.0,399.0
300080,0,30000066,2553,1.0,0,1.0,"",180.0,180.0,399.0
300080,0,30000067,94,4.0,0,4.0,"",180.0,180.0,399.0
300080,0,30000067,134,4.0,0,4.0,"",180.0,180.0,399.0
300080,0,30000067,238,4.0,0,4.0,"",180.0,180.0,399.0
300080,0,30000067,351,4.0,0,4.0,"",180.0,180.0,399.0
300080,0,30000067,353,4.0,0,4.0,"",180.0,180.0,399.0
300080,0,30000067,445,4.0,0,4.0,"",180.0,180.0,399.0
300080,0,30000067,2553,3.0,0,3.0,"",180.0,180.0,399.0
300080,0,30000067,3066,3.0,0,3.0,"",180.0,180.0,399.0
300080,0,30000068,94,4.0,0,4.0,"",180.0,180.0,399.0
300080,0,30000068,134,4.0,0,4.0,"",180.0,180.0,399.0
300080,0,30000068,238,4.0,0,4.0,"",180.0,180.0,399.0
300080,0,30000068,351,4.0,0,4.0,"",180.0,180.0,399.0
300080,0,30000068,353,4.0,0,4.0,"",180.0,180.0,399.0
300080,0,30000068,445,4.0,0,4.0,"",180.0,180.0,399.0
300080,0,30000068,2553,3.0,0,3.0,"",180.0,180.0,399.0
300080,0,30000068,3066,3.0,0,3.0,"",180.0,180.0,399.0
300080,0,30000069,94,4.0,0,4.0,"",180.0,180.0,399.0
300080,0,30000069,134,4.0,0,4.0,"",180.0,180.0,399.0
300080,0,30000069,238,4.0,0,4.0,"",180.0,180.0,399.0
300080,0,30000069,351,4.0,0,4.0,"",180.0,180.0,399.0
300080,0,30000069,353,4.0,0,4.0,"",180.0,180.0,399.0
300080,0,30000069,445,4.0,0,4.0,"",180.0,180.0,399.0
300080,0,30000069,2553,3.0,0,3.0,"",180.0,180.0,399.0
300080,0,30000069,3066,3.0,0,3.0,"",180.0,180.0,399.0
300081,0,30000066,14,1.0,0,1.0,"",180.0,180.0,399.0
300081,0,30000066,145,1.0,0,1.0,"",180.0,180.0,399.0
300081,0,30000066,241,1.0,0,1.0,"",180.0,180.0,399.0
300081,0,30000066,275,1.0,0,1.0,"",180.0,180.0,399.0
300081,0,30000066,432,1.0,0,1.0,"",180.0,180.0,399.0
300081,0,30000066,440,1.0,0,1.0,"",180.0,180.0,399.0
300081,0,30000066,1887,1.0,0,1.0,"",180.0,180.0,399.0
300081,0,30000066,1888,1.0,0,1.0,"",180.0,180.0,399.0
300081,0,30000067,14,4.0,0,4.0,"",180.0,180.0,399.0
300081,0,30000067,145,4.0,0,4.0,"",180.0,180.0,399.0
300081,0,30000067,241,4.0,0,4.0,"",180.0,180.0,399.0
300081,0,30000067,275,4.0,0,4.0,"",180.0,180.0,399.0
300081,0,30000067,432,4.0,0,4.0,"",180.0,180.0,399.0
300081,0,30000067,440,4.0,0,4.0,"",180.0,180.0,399.0
300081,0,30000067,1887,3.0,0,3.0,"",180.0,180.0,399.0
300081,0,30000067,1888,3.0,0,3.0,"",180.0,180.0,399.0
300081,0,30000068,14,4.0,0,4.0,"",180.0,180.0,399.0
300081,0,30000068,145,4.0,0,4.0,"",180.0,180.0,399.0
300081,0,30000068,241,4.0,0,4.0,"",180.0,180.0,399.0
300081,0,30000068,275,4.0,0,4.0,"",180.0,180.0,399.0
300081,0,30000068,432,4.0,0,4.0,"",180.0,180.0,399.0
300081,0,30000068,440,4.0,0,4.0,"",180.0,180.0,399.0
300081,0,30000068,1887,3.0,0,3.0,"",180.0,180.0,399.0
300081,0,30000068,1888,3.0,0,3.0,"",180.0,180.0,399.0
300081,0,30000069,14,4.0,0,4.0,"",180.0,180.0,399.0
300081,0,30000069,145,4.0,0,4.0,"",180.0,180.0,399.0
300081,0,30000069,241,4.0,0,4.0,"",180.0,180.0,399.0
300081,0,30000069,275,4.0,0,4.0,"",180.0,180.0,399.0
300081,0,30000069,432,4.0,0,4.0,"",180.0,180.0,399.0
300081,0,30000069,440,4.0,0,4.0,"",180.0,180.0,399.0
300081,0,30000069,1887,3.0,0,3.0,"",180.0,180.0,399.0
300081,0,30000069,1888,3.0,0,3.0,"",180.0,180.0,399.0
300082,0,30000066,130,1.0,0,1.0,"",180.0,180.0,399.0
300082,0,30000066,148,1.0,0,1.0,"",180.0,180.0,399.0
300082,0,30000066,270,1.0,0,1.0,"",180.0,180.0,399.0
300082,0,30000066,452,1.0,0,1.0,"",180.0,180.0,399.0
300082,0,30000066,2552,1.0,0,1.0,"",180.0,180.0,399.0
300082,0,30000067,130,4.0,0,4.0,"",180.0,180.0,399.0
300082,0,30000067,148,4.0,0,4.0,"",180.0,180.0,399.0
300082,0,30000067,270,4.0,0,4.0,"",180.0,180.0,399.0
300082,0,30000067,452,4.0,0,4.0,"",180.0,180.0,399.0
300082,0,30000067,2552,3.0,0,3.0,"",180.0,180.0,399.0
300082,0,30000067,3068,3.0,0,3.0,"",180.0,180.0,399.0
300082,0,30000068,130,4.0,0,4.0,"",180.0,180.0,399.0
300082,0,30000068,148,4.0,0,4.0,"",180.0,180.0,399.0
300082,0,30000068,270,4.0,0,4.0,"",180.0,180.0,399.0
300082,0,30000068,452,4.0,0,4.0,"",180.0,180.0,399.0
300082,0,30000068,2552,3.0,0,3.0,"",180.0,180.0,399.0
300082,0,30000068,3068,3.0,0,3.0,"",180.0,180.0,399.0
300082,0,30000069,130,4.0,0,4.0,"",180.0,180.0,399.0
300082,0,30000069,148,4.0,0,4.0,"",180.0,180.0,399.0
300082,0,30000069,270,4.0,0,4.0,"",180.0,180.0,399.0
300082,0,30000069,452,4.0,0,4.0,"",180.0,180.0,399.0
300082,0,30000069,2552,3.0,0,3.0,"",180.0,180.0,399.0
300082,0,30000069,3068,3.0,0,3.0,"",180.0,180.0,399.0
300083,0,30000066,32,1.0,0,1.0,"",180.0,180.0,399.0
